;"  Direzione generale Bilancio 
Servizio I
Ufficio di Statistica  ";;;;;;;;;;;;;
;Rilevazione 2019;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;4.134,00;5.596,00;7.226,00;21.736,00;12.686,00;13.034,00;14.516,00;39.364,00;20.185,00;10.710,00;8.632,00;8.494,00;166.313,00;
BASILICATA;6.177,75;5.175,00;13.951,00;36.746,00;31.840,25;22.108,00;17.557,00;39.623,00;31.281,25;40.454,50;14.171,50;9.272,50;268.357,75;
CALABRIA;13.714,50;10.207,00;16.999,00;80.342,00;82.621,50;86.027,00;92.673,00;203.695,00;124.805,00;79.988,00;19.477,00;20.075,00;830.624,00;
CAMPANIA;1.806.888,28;1.654.935,74;2.506.708,95;6.874.185,81;7.356.935,13;7.091.913,27;6.598.690,53;7.079.730,29;7.710.063,84;6.684.861,03;2.786.247,34;2.063.463,41;60.214.623,62;
EMILIA ROMAGNA;117.987,40;103.816,50;180.006,90;542.256,20;363.901,90;296.937,60;243.858,50;329.391,60;346.837,97;301.179,14;205.705,24;158.422,92;3.190.301,86;
FRIULI-VENEZIA GIULIA;52.200,50;36.933,00;70.090,00;188.784,50;175.435,00;159.987,00;164.752,00;256.483,00;208.620,00;141.012,50;64.058,00;78.181,00;1.596.536,50;
LAZIO;4.008.401,50;6.928.214,00;5.762.289,00;7.810.316,00;12.444.050,50;7.669.891,50;8.569.594,50;6.976.671,00;8.740.991,00;6.587.026,00;6.709.813,50;5.131.002,00;87.338.260,50;
LIGURIA;29.387,00;35.417,70;29.800,60;42.456,00;32.879,40;32.050,20;39.399,20;59.166,80;42.722,10;35.180,80;19.186,20;23.250,80;420.896,80;
LOMBARDIA;612.649,50;580.145,60;616.242,40;1.008.395,60;961.790,40;940.969,70;929.854,80;1.103.964,00;1.030.490,70;1.018.396,10;851.378,90;793.705,00;10.447.982,70;
MARCHE;56.120,50;51.222,00;76.531,00;307.868,00;172.978,00;169.521,00;203.575,00;346.851,00;254.474,00;203.690,00;178.709,00;164.119,00;2.185.658,50;
MOLISE;1.149,50;1.941,50;3.039,50;12.615,50;8.248,00;8.771,00;9.126,00;24.390,00;9.816,00;6.129,00;4.569,00;4.598,00;94.393,00;
PIEMONTE;876.806,08;721.761,90;1.199.979,41;1.748.124,54;1.179.682,70;857.650,64;811.454,92;1.267.324,04;1.047.325,17;1.203.556,19;1.116.955,96;1.082.382,72;13.113.004,27;
PUGLIA;26.100,50;26.061,50;56.114,00;259.427,00;245.606,00;187.291,00;153.819,00;265.540,00;271.210,00;198.774,00;61.633,00;49.495,00;1.801.071,00;
SARDEGNA;19.893,50;18.767,50;35.872,00;153.845,00;178.641,00;196.588,50;241.602,00;311.304,00;267.647,50;86.279,50;21.251,50;19.765,50;1.551.457,50;
TOSCANA;2.240.602,50;2.311.547,00;3.051.445,30;5.673.901,80;6.402.625,55;6.095.229,60;5.973.739,95;5.783.899,50;6.477.296,05;5.893.340,20;2.675.319,60;2.601.210,65;55.180.157,70;
UMBRIA;24.173,37;15.310,23;26.249,25;84.567,02;70.551,61;60.554,33;96.414,81;117.255,44;68.807,16;57.923,58;38.662,52;40.716,94;701.186,25;
VENETO;143.739,40;146.055,20;153.234,90;356.023,56;473.977,64;405.338,21;292.952,64;282.817,39;378.989,99;353.301,18;183.755,99;139.620,24;3.309.806,34;
Totale complessivo;10.040.125,78;12.653.107,37;13.805.779,21;25.201.590,53;30.194.450,57;24.293.862,56;24.453.579,85;24.487.470,06;27.031.562,73;22.901.801,72;14.959.526,24;12.387.774,68;242.410.631,29;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
