;"Direzione generale Bilancio 
Servizio I
Ufficio di Statistica              ";;;;;;;;;;;;;
;Rilevazione 2020;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;8.896,00;8.406,00;1.838,00;0,00;194,00;5.648,00;16.192,00;46.022,00;17.080,00;8.936,00;688,00;0,00;113.900,00;
BASILICATA;5.367,50;6.803,25;1.796,50;0,00;105,00;4.959,50;17.598,50;55.746,00;23.906,50;13.112,00;761,50;0,00;130.156,25;
CALABRIA;16.862,00;13.366,00;2.770,00;0,00;159,00;6.074,00;62.799,00;134.114,00;81.857,00;31.839,00;1.018,00;0,00;350.858,00;
CAMPANIA;2.057.367,80;1.861.407,94;257.575,67;0,00;17.415,00;425.506,25;1.268.589,58;2.853.933,38;1.844.538,03;909.297,27;39.050,68;2.935,00;11.537.616,60;
EMILIA ROMAGNA;165.861,50;135.539,80;4.541,40;0,00;10.038,00;94.500,40;144.286,74;266.529,66;208.903,06;186.420,02;12.812,98;0,00;1.229.433,56;
FRIULI-VENEZIA GIULIA;48.019,50;45.643,00;2.219,00;0,00;0,00;27.861,50;96.778,00;220.941,50;122.849,00;74.759,50;5.937,50;0,00;645.008,50;
LAZIO;2.992.992,00;5.675.556,00;621.994,50;0,00;56.358,00;632.160,00;1.212.044,50;2.230.524,00;1.732.948,00;1.311.269,50;74.521,50;0,00;16.540.368,00;
LIGURIA;25.513,00;14.362,20;1.610,20;0,00;0,00;5.777,80;13.928,00;33.849,10;23.794,00;13.160,80;547,00;0,00;132.542,10;
LOMBARDIA;753.751,60;557.125,90;4.451,50;0,00;0,00;101.598,50;272.356,50;409.308,70;435.266,30;359.026,80;18.685,80;0,00;2.911.571,60;
MARCHE;173.461,00;69.794,00;4.588,00;0,00;636,00;52.036,00;141.817,00;291.731,00;195.667,00;100.118,00;6.340,50;0,00;1.036.188,50;
MOLISE;3.374,00;3.409,00;576,00;0,00;14,00;927,00;15.213,00;50.483,00;21.148,00;8.321,00;476,00;0,00;103.941,00;
PIEMONTE;1.110.977,47;544.952,88;35.193,14;0,00;45.057,34;236.518,33;346.968,58;573.788,42;443.611,83;385.225,97;24.770,29;0,00;3.747.064,25;
PUGLIA;36.726,00;32.647,00;7.800,00;0,00;0,00;8.853,00;54.059,00;97.367,00;82.482,00;63.584,00;2.920,00;0,00;386.438,00;
SARDEGNA;20.768,00;21.284,50;4.632,00;0,00;1.243,00;21.675,00;101.160,00;189.045,50;108.306,00;41.744,50;3.550,00;264,00;513.672,50;
TOSCANA;2.500.348,70;2.375.862,25;310.290,20;0,00;21.796,00;581.201,60;1.218.705,40;1.981.243,85;1.680.196,00;1.141.160,10;39.161,80;0,00;11.849.965,90;
UMBRIA;33.367,99;21.801,01;3.470,97;0,00;706,00;23.280,04;49.220,22;132.874,60;60.285,76;33.360,49;2.255,65;0,00;360.622,72;
VENETO;145.034,78;116.827,08;10.608,57;0,00;16.591,00;72.674,70;127.493,50;198.228,18;165.857,07;129.642,85;10.792,35;0,00;993.750,08;
Totale complessivo;10.098.688,84;11.504.787,81;1.275.955,65;0,00;170.312,34;2.301.251,62;5.159.209,52;9.765.729,88;7.248.695,55;4.810.977,79;244.289,55;3.199,00;52.583.097,56;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
N.B. Dagli introiti lordi è stato defalcato un importo pari a  6.723.768,73  euro. Si tratta di un importo pari al valore dei biglietti trasformati in voucher e non utilizzati nel corso dell'anno 2020,  i quali verranno eventualmente conteggiati al momento del loro utilizzo.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
