;"Direzione Generale Bilancio
Servizio II
Ufficio di Statistica                                  ";;;;;;;;;;;;;
;Rilevazione 2018;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;6.465,00;4.931,00;7.590,00;16.390,00;12.555,00;12.136,00;14.382,00;33.612,00;14.785,00;8.978,00;6.766,00;7.900,00;146.490,00;
BASILICATA;6.704,50;3.565,75;8.468,25;30.016,25;19.589,25;20.599,00;16.420,50;36.590,00;26.278,50;28.594,50;11.476,75;10.842,00;219.145,25;
CALABRIA;19.309,00;13.332,50;31.310,00;85.088,50;94.302,50;106.136,50;106.655,50;231.638,00;121.129,00;70.205,50;16.747,00;24.966,00;920.820,00;
CAMPANIA;1.778.967,44;1.511.584,33;2.787.077,32;6.324.518,23;7.121.073,02;6.437.128,00;6.336.043,76;6.855.741,52;7.308.741,02;6.419.067,72;2.709.151,54;2.426.587,29;58.015.681,19;
EMILIA ROMAGNA;123.364,00;92.523,00;168.543,80;422.275,90;344.766,60;251.551,70;223.274,10;304.116,00;307.430,00;278.836,90;181.957,40;161.322,20;2.859.961,60;
FRIULI-VENEZIA GIULIA;60.119,00;36.044,00;62.657,00;151.421,00;176.282,00;125.963,00;187.462,00;282.294,50;260.646,00;182.837,50;87.816,50;112.326,00;1.725.868,50;
LAZIO;4.345.562,50;5.081.908,00;8.321.561,50;7.685.553,50;8.399.945,00;9.777.778,00;7.559.962,00;8.561.237,00;7.613.403,00;7.182.379,00;4.765.635,00;5.022.234,00;84.317.158,50;
LIGURIA;57.061,20;51.240,60;34.010,40;45.265,20;43.645,30;31.122,20;43.595,10;49.695,20;32.694,70;26.057,30;22.670,30;26.828,30;463.885,80;
LOMBARDIA;593.432,55;509.474,05;640.672,80;910.202,00;918.834,55;859.731,65;895.524,75;1.012.077,50;1.020.915,55;821.824,55;678.071,50;642.724,00;9.503.485,45;
MARCHE;53.301,00;28.492,00;71.436,00;245.500,50;186.316,00;188.503,00;205.367,50;352.454,00;235.835,50;117.618,00;91.417,00;126.341,50;1.902.582,00;
MOLISE;3.018,00;1.252,00;2.508,00;12.845,50;8.835,00;9.667,00;9.460,00;23.060,50;9.124,50;5.001,50;3.265,00;3.992,00;92.029,00;
PIEMONTE;1.002.989,34;638.428,78;1.032.712,96;1.848.207,38;1.270.889,18;894.255,66;827.587,59;1.244.204,02;1.094.862,57;1.139.227,12;1.165.573,88;1.193.942,48;13.352.880,96;
PUGLIA;39.727,00;29.978,50;71.654,50;238.383,50;248.607,50;208.721,50;159.010,50;265.338,00;277.394,00;187.815,00;60.282,00;55.051,00;1.841.963,00;
SARDEGNA;19.824,50;13.814,50;29.692,50;127.570,00;188.391,50;203.155,50;232.599,50;320.953,00;266.797,00;119.944,50;24.635,50;21.725,50;1.569.103,50;
TOSCANA;1.618.907,75;1.762.670,00;3.582.945,75;4.943.628,50;5.738.431,25;5.300.786,75;5.216.423,50;5.324.624,25;5.741.829,25;5.038.966,25;2.526.337,00;2.173.498,75;48.969.049,00;
UMBRIA;25.314,16;18.270,02;35.427,84;84.939,17;68.196,24;61.371,87;76.022,23;105.672,23;70.720,20;54.839,43;32.243,56;35.273,37;668.290,32;
VENETO;164.583,18;198.007,38;268.732,03;322.748,75;341.589,90;244.501,62;207.529,04;240.135,63;341.298,92;337.446,01;213.098,58;183.033,84;3.062.704,87;
Totale complessivo;9.918.650,12;9.995.516,41;17.157.000,65;23.494.553,88;25.182.249,79;24.733.108,95;22.317.319,57;25.243.443,35;24.743.884,71;22.019.638,78;12.597.144,51;12.228.588,23;229.631.098,94;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
