;"Direzione generale Bilancio 
Servizio I
Ufficio di Statistica                                  ";;;;;;;;;;;;;
;Rilevazione 2022;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;7.626,00;5.686,00;13.224,00;31.520,00;14.017,00;15.718,00;29.486,00;78.702,00;25.377,00;19.694,00;8.030,00;18.414,00;267.494,00;
BASILICATA;8.085,50;5.678,00;7.179,00;23.754,50;18.577,50;20.832,50;19.511,50;43.402,50;24.815,50;35.348,50;9.801,50;12.319,50;229.306,00;
CALABRIA;13.513,00;12.597,00;17.004,00;55.809,00;71.081,00;81.309,00;107.586,00;280.350,00;158.074,00;87.060,00;28.220,00;33.457,00;946.060,00;
CAMPANIA;1.216.150,41;1.188.916,62;2.198.977,20;5.225.610,63;5.904.270,09;5.908.837,68;5.947.299,71;7.120.031,65;6.916.782,02;6.777.168,66;2.653.676,02;2.441.584,24;53.499.304,93;
EMILIA ROMAGNA;171.570,44;178.573,84;176.121,70;351.243,12;253.802,72;220.350,14;187.230,96;338.048,14;308.506,22;382.715,06;184.383,26;189.722,06;2.942.267,66;
FRIULI-VENEZIA GIULIA;38.819,00;47.847,50;68.356,50;174.952,50;144.985,00;174.205,00;176.988,00;300.901,50;208.095,00;219.497,50;92.106,00;114.057,00;1.760.810,50;
LAZIO;2.217.383,00;3.823.912,50;6.599.962,50;8.831.285,50;10.048.912,00;9.530.806,00;9.020.626,00;9.644.981,00;10.032.041,50;9.098.742,00;6.296.300,50;5.346.160,50;90.491.113,00;
LIGURIA;18.231,00;17.468,00;24.751,00;57.234,00;48.432,00;43.630,00;60.844,00;65.825,00;48.127,00;50.019,00;33.023,00;31.644,00;499.228,00;
LOMBARDIA;530.900,30;546.788,40;727.716,20;1.142.414,60;1.016.299,20;1.021.155,50;1.008.410,70;1.201.374,00;1.183.892,90;1.128.137,90;906.198,30;930.467,40;11.343.755,40;
MARCHE;70.961,00;59.233,00;68.012,00;198.356,00;137.754,00;159.539,00;180.809,00;359.207,00;207.949,00;157.530,00;64.249,50;85.834,00;1.749.433,50;
MOLISE;3.434,00;2.557,00;2.924,00;13.519,00;9.596,00;11.331,00;12.974,00;37.686,00;16.213,00;13.147,00;3.505,00;5.134,00;132.020,00;
PIEMONTE;698.694,67;637.905,84;761.449,64;1.481.099,35;1.108.842,60;949.844,86;880.981,76;1.420.360,48;1.055.873,43;1.503.018,83;1.192.863,90;1.253.462,26;12.944.397,62;
PUGLIA;45.892,00;40.430,00;77.918,00;219.393,00;189.326,00;178.092,00;190.797,00;348.942,00;279.332,00;179.743,00;69.018,00;80.951,00;1.899.834,00;
SARDEGNA;22.861,00;21.558,50;27.668,00;137.381,00;195.610,50;195.812,00;216.436,50;321.845,00;283.046,00;153.087,00;38.895,00;29.136,50;1.643.337,00;
TOSCANA;1.225.647,05;1.457.914,50;2.751.095,20;4.788.696,70;5.154.869,05;5.641.312,35;5.644.735,85;5.658.133,35;5.924.880,15;5.811.847,75;3.001.907,90;2.868.852,50;49.929.892,35;
UMBRIA;15.710,00;9.476,25;13.314,25;40.677,00;28.824,75;35.334,75;98.465,50;172.768,00;112.066,25;86.599,50;39.852,25;52.274,00;705.362,50;
VENETO;106.254,33;135.463,35;194.331,81;376.658,24;431.442,20;396.247,83;314.647,09;352.716,24;517.255,35;426.081,49;209.916,16;146.502,25;3.607.516,32;
Totale complessivo;6.411.732,70;8.192.006,30;13.730.005,00;23.149.604,14;24.776.641,61;24.584.357,61;24.097.829,57;27.745.273,86;27.302.326,32;26.129.437,19;14.831.946,29;13.639.972,21;234.591.132,78;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
