;"Direzione Generale
Servizio II                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     UFFICIO DI STATISTICA";;;;;;;;;;;;;
;Rilevazione 2016;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;7.418,00;5.086,00;16.914,00;11.227,00;9.373,00;10.928,00;15.425,00;36.376,00;14.948,00;7.280,00;3.281,00;6.732,00;144.988,00;
BASILICATA;4.992,25;4.255,25;14.239,25;19.282,50;19.482,50;21.239,50;14.666,75;37.548,00;23.979,00;26.975,50;6.355,75;8.051,75;201.068,00;
CALABRIA;10.330,00;7.969,00;16.699,00;25.097,00;74.031,00;87.507,50;103.128,50;260.425,00;118.482,00;69.606,50;25.667,00;27.951,00;826.893,50;
CAMPANIA;1.016.129,22;1.047.279,58;2.120.632,08;3.578.903,86;4.741.438,37;4.648.024,24;4.594.758,76;5.157.113,08;5.164.562,19;4.561.051,93;1.662.115,78;1.873.574,43;40.165.583,52;
EMILIA ROMAGNA;73.869,50;62.126,50;191.569,00;264.617,50;242.348,50;212.119,25;175.818,25;284.847,25;239.495,75;238.788,25;110.889,25;122.797,25;2.219.286,25;
FRIULI-VENEZIA GIULIA;53.390,00;30.469,00;85.892,50;131.672,50;137.549,00;140.323,00;150.654,50;252.184,00;196.314,50;154.288,00;48.338,00;74.964,00;1.456.039,00;
LAZIO;2.840.082,00;3.525.052,50;5.052.287,00;6.083.807,50;7.275.517,50;6.828.566,00;7.054.527,50;6.927.446,00;7.049.216,50;6.934.348,00;4.090.762,50;3.954.685,00;67.616.298,00;
LIGURIA;12.189,15;9.273,40;24.517,80;41.318,90;53.195,90;43.770,00;50.279,70;65.962,65;30.293,95;28.021,70;14.628,10;17.052,30;390.503,55;
LOMBARDIA;347.377,75;360.112,70;595.129,00;642.323,75;724.031,25;695.416,50;780.377,75;914.826,50;879.410,75;831.525,50;592.888,75;629.739,15;7.993.159,35;
MARCHE;32.342,00;29.741,00;87.596,50;111.428,50;107.037,00;135.680,00;160.662,50;297.062,00;165.883,50;106.314,50;43.271,00;79.025,00;1.356.043,50;
MOLISE;635,00;541,00;2.258,50;2.817,50;2.084,50;2.773,00;3.332,00;20.075,50;5.292,00;4.185,00;1.618,00;3.081,50;48.693,50;
PIEMONTE;954.338,56;557.945,87;1.057.072,96;1.689.316,08;1.281.084,14;1.036.926,29;930.806,18;1.344.837,64;1.063.060,16;1.444.040,44;900.812,80;1.107.141,32;13.367.382,44;
PUGLIA;30.015,00;27.740,75;76.325,25;127.769,25;167.240,50;138.173,50;118.715,50;247.851,00;211.690,50;161.513,00;43.550,50;45.930,00;1.396.514,75;
SARDEGNA;16.000,00;13.008,00;50.930,00;101.943,00;144.948,50;178.427,00;218.431,50;322.372,00;219.487,50;106.082,50;22.112,50;19.000,00;1.412.742,50;
TOSCANA;1.205.471,75;1.321.683,75;2.232.705,00;2.766.178,25;3.346.331,00;3.231.599,00;3.278.693,00;3.380.992,00;3.598.534,50;3.258.286,75;1.772.844,00;1.692.218,75;31.085.537,75;
UMBRIA;19.692,77;15.683,25;41.802,73;56.862,26;60.658,15;61.479,96;65.214,95;109.855,46;56.344,06;47.063,94;12.609,06;19.898,60;567.165,19;
VENETO;134.518,28;161.412,58;245.449,90;342.703,89;373.484,11;284.636,71;231.601,50;289.484,24;374.808,31;381.478,38;191.348,58;181.918,48;3.192.844,96;
Totale complessivo;6.758.791,23;7.179.380,13;11.912.020,47;15.997.269,24;18.759.834,92;17.757.589,45;17.947.093,84;19.949.258,32;19.411.803,17;18.360.849,89;9.543.092,57;9.863.760,53;173.440.743,76;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
