;"Direzione generale Bilancio 
Servizio I
Ufficio di Statistica                                  ";;;;;;;;;;;;;
;Rilevazione 2024;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;22.200,00;13.700,00;20.718,00;38.734,00;33.042,00;29.629,00;39.323,00;104.746,00;38.153,00;28.642,00;22.736,00;20.852,00;412.475,00;
BASILICATA;22.886,00;16.405,00;26.335,00;44.655,00;41.879,00;34.794,00;34.005,00;67.101,00;44.977,00;47.330,00;26.567,00;21.514,00;428.448,00;
CALABRIA;28.575,00;21.661,00;43.292,00;94.882,00;114.423,00;119.181,00;149.194,00;326.534,00;236.190,00;152.408,00;51.135,00;57.262,00;1.394.737,00;
CAMPANIA;2.469.652,32;2.601.011,49;4.684.826,93;8.203.240,23;10.167.079,39;9.110.110,76;7.915.427,42;8.289.129,26;10.211.694,26;9.804.448,62;3.762.856,79;3.097.042,00;80.316.519,46;
EMILIA ROMAGNA;216.045,22;170.553,70;295.877,80;424.653,56;386.183,20;282.274,58;227.397,14;313.648,40;340.791,56;312.122,58;236.965,30;199.594,00;3.406.107,04;
FRIULI-VENEZIA GIULIA;114.450,00;125.979,00;196.237,50;287.232,00;304.189,00;271.913,00;301.378,50;419.794,50;308.285,50;249.782,00;141.501,50;160.439,50;2.881.182,00;
LAZIO;7.319.096,50;9.891.926,50;12.780.698,50;24.017.000,00;16.079.747,50;13.640.026,50;12.312.923,00;13.206.533,50;15.270.908,00;13.169.680,00;8.911.685,50;8.164.764,50;154.764.990,00;
LIGURIA;41.133,00;31.652,00;63.571,00;70.459,00;96.196,00;71.981,60;75.143,60;97.463,00;82.915,20;75.125,20;44.447,60;33.966,60;784.053,80;
LOMBARDIA;926.194,50;882.843,00;1.141.676,50;1.246.328,50;1.387.511,50;1.264.381,00;1.252.112,00;1.317.290,50;1.334.524,50;1.329.466,50;1.068.067,90;1.028.569,50;14.178.965,90;
MARCHE;91.182,00;68.619,00;128.208,00;215.805,00;186.325,00;195.862,00;226.939,00;406.573,00;310.602,00;164.768,00;121.403,00;127.096,00;2.243.382,00;
MOLISE;8.639,00;7.575,00;16.177,00;34.863,00;27.382,00;34.048,00;30.583,00;75.082,00;40.647,00;20.199,00;13.813,00;10.341,00;319.349,00;
PIEMONTE;1.335.843,10;1.141.898,80;1.573.696,30;1.877.920,60;1.451.450,50;882.627,90;736.832,10;1.324.826,70;1.098.014,00;1.290.952,40;1.420.558,20;1.447.054,70;15.581.675,30;
PUGLIA;78.541,00;59.932,00;135.459,00;322.151,00;413.956,00;301.034,50;224.004,00;343.997,00;443.014,00;383.507,50;116.645,00;97.060,00;2.919.301,00;
SARDEGNA;34.271,00;30.707,10;62.737,00;175.800,50;270.912,10;253.488,70;284.899,00;348.791,40;392.268,10;227.008,00;46.203,50;29.499,70;2.156.586,10;
TOSCANA;3.495.187,25;3.808.836,20;6.931.000,90;9.751.867,55;12.285.528,10;10.209.691,20;9.404.025,25;9.429.650,75;9.956.953,40;9.280.372,40;4.766.149,30;5.491.870,60;94.811.132,90;
UMBRIA;48.768,75;32.604,75;67.889,75;112.822,00;103.943,50;90.441,50;145.514,50;204.094,00;166.467,25;91.822,00;68.154,25;64.482,00;1.197.004,25;
VENETO;188.494,84;218.459,11;319.389,83;516.999,24;557.676,88;436.269,52;291.867,22;314.316,80;463.572,66;438.235,29;263.173,31;199.981,30;4.208.435,99;
Totale complessivo;16.441.159,48;19.124.363,65;28.487.791,00;47.435.413,18;43.907.424,67;37.227.754,76;33.651.567,73;36.589.571,81;40.739.977,43;37.065.869,49;21.082.062,15;20.251.389,40;382.004.344,75;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
