;"Direzione Generale Bilancio
Servizio II
Ufficio di Statistica                                  ";;;;;;;;;;;;;
;Rilevazione 2015;;;;;;;;;;;;;
;MUSEI, MONUMENTI E AREE ARCHEOLOGICHE STATALI;;;;;;;;;;;;;
Tavola 5 - Serie regionale mensile Introiti Lordi*;;;;;;;;;;;;;;
"N.B. il numero dei visitatori de ""Il Vittoriano"" in Roma, non rilevabile fino al 2014, è stato assunto pari agli utilizzatori dell'ascensore che porta alla terrazza panoramica del monumento, in vista di una futura e più puntuale rilevazione delle presenze.";;;;;;;;;;;;;;
Regione;Gennaio;Febbraio;Marzo;Aprile;Maggio;Giugno;Luglio;Agosto;Settembre;Ottobre;Novembre;Dicembre;Totale complessivo;
ABRUZZO;2.530,00;1.935,00;2.867,00;8.152,00;7.119,00;5.499,00;6.194,00;17.648,00;8.063,00;4.592,00;2.253,00;3.680,00;70.532,00;
BASILICATA;4.718,75;2.480,50;5.882,50;21.927,25;19.239,25;17.805,00;13.678,00;37.657,25;23.182,50;22.936,50;8.395,00;8.437,00;186.339,50;
CALABRIA;7.606,00;5.005,00;10.446,00;24.580,00;34.670,00;36.363,00;40.822,00;137.620,00;58.297,00;30.526,00;9.047,00;13.871,00;408.853,00;
CAMPANIA;911.094,87;874.889,31;1.500.023,14;3.304.760,84;4.451.832,90;4.261.178,15;4.217.648,70;4.641.403,98;4.654.642,03;3.837.340,45;1.442.489,07;1.387.761,79;35.485.065,23;
EMILIA ROMAGNA;69.711,00;42.667,00;98.962,00;220.009,00;250.060,00;162.250,50;130.597,50;248.421,50;212.147,00;164.244,00;78.127,50;83.599,50;1.760.796,50;
FRIULI-VENEZIA GIULIA;27.222,00;24.038,00;45.483,00;111.190,50;140.297,50;105.871,50;121.349,50;204.118,50;157.981,00;103.681,50;43.145,00;66.855,50;1.151.233,50;
LAZIO;2.603.456,00;3.056.705,50;4.291.686,50;6.005.377,50;7.144.579,50;6.398.729,50;6.560.155,50;6.716.866,50;6.911.955,50;6.359.418,00;3.712.423,00;3.150.011,50;62.911.364,50;
LIGURIA;8.409,40;6.746,70;7.969,45;18.030,80;21.049,25;14.174,20;19.099,55;29.330,80;22.739,55;16.519,65;8.491,35;10.114,20;182.674,90;
LOMBARDIA;303.854,75;292.281,00;374.143,25;568.712,75;650.375,25;565.229,25;570.635,00;709.100,25;697.458,75;562.557,25;344.446,00;347.943,00;5.986.736,50;
MARCHE;44.376,00;20.076,00;36.677,50;103.635,00;122.380,00;92.524,00;90.646,00;196.838,50;118.777,50;60.978,50;34.784,00;64.465,50;986.158,50;
MOLISE;363,00;284,00;648,00;2.906,00;3.336,00;2.960,00;2.968,00;8.761,00;2.516,00;1.587,00;992,00;1.143,00;28.464,00;
PIEMONTE;459.728,50;168.554,00;297.427,72;1.410.419,20;1.791.847,68;1.289.470,32;626.027,30;1.086.283,90;826.161,75;1.106.331,84;905.907,92;963.820,16;10.931.980,29;
PUGLIA;12.992,50;16.191,00;35.813,75;133.851,25;166.258,25;125.626,00;100.886,25;219.750,75;178.861,25;120.661,75;35.927,25;43.347,25;1.190.167,25;
SARDEGNA;14.653,50;9.461,00;24.010,50;104.466,00;149.895,00;158.456,50;173.583,00;280.987,00;208.531,50;74.640,00;17.758,50;17.017,50;1.233.460,00;
TOSCANA;1.194.521,50;1.285.208,25;1.892.024,25;2.854.086,75;3.407.137,75;3.160.329,25;3.243.694,00;3.218.430,00;3.527.119,00;3.108.508,50;1.583.448,75;1.427.618,25;29.902.126,25;
UMBRIA;13.614,13;11.109,54;21.243,62;50.362,81;54.543,29;41.481,86;50.637,33;85.072,24;55.026,10;41.558,54;16.824,26;25.530,95;467.004,66;
VENETO;108.576,98;137.212,59;207.733,18;291.306,77;325.144,01;245.771,83;205.138,58;231.255,32;295.512,74;283.649,31;140.445,43;139.711,57;2.611.458,31;
Totale complessivo;5.787.428,88;5.954.844,39;8.853.041,36;15.233.774,42;18.739.764,63;16.683.719,87;16.173.760,20;18.069.545,49;17.958.972,17;15.899.730,79;8.384.905,03;7.754.927,67;155.494.414,89;
;;;;;;;;;;;;;;
*  Al lordo dell'eventuale aggio spettante al Concessionario del servizio di biglietteria, ove presente.;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
